conflict_id,dyad_id,year,location_inc,side_a,side_a_2nd,side_a_id,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,bdbest,bdlow,bdhigh,type_of_conflict,battle_location,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,gwno_battle,region,version
289,623,2009,Colombia,Government of Colombia,,17,FARC,743,,2,,377,377,421,3,Colombia,100,,,,100,100,5,18.1
289,"623, 624",2010,Colombia,Government of Colombia,,17,"ELN, FARC","743, 744",,2,,419,419,425,3,Colombia,100,,,,100,100,5,18.1
289,623,2011,Colombia,Government of Colombia,,17,FARC,743,,2,,202,202,208,3,Colombia,100,,,,100,100,5,18.1
289,623,2012,Colombia,Government of Colombia,,17,FARC,743,,2,,211,211,310,3,Colombia,100,,,,100,100,5,18.1
289,"623, 624",2013,Colombia,Government of Colombia,,17,"ELN, FARC","743, 744",,2,,140,140,183,3,Colombia,100,,,,100,100,5,18.1
289,623,2014,Colombia,Government of Colombia,,17,FARC,743,,2,,114,114,114,3,Colombia,100,,,,100,100,5,18.1
289,"623, 624",2015,Colombia,Government of Colombia,,17,"ELN, FARC","743, 744",,2,,134,134,140,3,Colombia,100,,,,100,100,5,18.1
289,624,2016,Colombia,Government of Colombia,,17,ELN,744,,2,,30,30,30,3,Colombia,100,,,,100,100,5,18.1
292,"631, 632",1989,Peru,Government of Peru,,21,"MRTA, Sendero Luminoso","750, 751",,2,,1827,1810,1838,3,Peru,135,,,,135,135,5,18.1
292,"631, 632",1990,Peru,Government of Peru,,21,"MRTA, Sendero Luminoso","750, 751",,2,,1099,1099,1099,3,Peru,135,,,,135,135,5,18.1
292,"631, 632",1991,Peru,Government of Peru,,21,"MRTA, Sendero Luminoso","750, 751",,2,,1138,1138,1139,3,Peru,135,,,,135,135,5,18.1
292,"631, 632",1992,Peru,Government of Peru,,21,"MRTA, Sendero Luminoso","750, 751",,2,,1036,1036,1038,3,Peru,135,,,,135,135,5,18.1
292,"631, 632",1993,Peru,Government of Peru,,21,"MRTA, Sendero Luminoso","750, 751",,2,,672,672,677,3,Peru,135,,,,135,135,5,18.1
292,631,1994,Peru,Government of Peru,,21,Sendero Luminoso,750,,2,,253,253,253,3,Peru,135,,,,135,135,5,18.1
292,631,1995,Peru,Government of Peru,,21,Sendero Luminoso,750,,2,,178,178,178,3,Peru,135,,,,135,135,5,18.1
292,631,1996,Peru,Government of Peru,,21,Sendero Luminoso,750,,2,,80,80,80,3,Peru,135,,,,135,135,5,18.1
292,631,1997,Peru,Government of Peru,,21,Sendero Luminoso,750,,2,,93,93,99,3,Peru,135,,,,135,135,5,18.1
292,631,1998,Peru,Government of Peru,,21,Sendero Luminoso,750,,2,,25,25,25,3,Peru,135,,,,135,135,5,18.1
292,631,1999,Peru,Government of Peru,,21,Sendero Luminoso,750,,2,,75,75,75,3,Peru,135,,,,135,135,5,18.1
292,631,2007,Peru,Government of Peru,,21,Sendero Luminoso,750,,2,,32,32,32,3,Peru,135,,,,135,135,5,18.1
292,631,2008,Peru,Government of Peru,,21,Sendero Luminoso,750,,2,,40,40,40,3,Peru,135,,,,135,135,5,18.1
292,631,2009,Peru,Government of Peru,,21,Sendero Luminoso,750,,2,,50,50,80,3,Peru,135,,,,135,135,5,18.1
292,631,2010,Peru,Government of Peru,,21,Sendero Luminoso,750,,2,,28,28,28,3,Peru,135,,,,135,135,5,18.1
294,634,2011,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),,148,Government of Thailand,147,,1,Common Border,29,29,36,2,"Cambodia (Kampuchea), Thailand",811,,800,,"800, 811","811, 800",3,18.1
297,640,2016,Nigeria,Government of Nigeria,Government of Cameroon,84,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,162,162,178,4,Nigeria,475,471,,,475,475,4,18.1
297,640,2017,Nigeria,Government of Nigeria,Government of Cameroon,84,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,1062,1061,1114,4,Nigeria,475,471,,,475,475,4,18.1
297,640,2009,Nigeria,Government of Nigeria,,84,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,405,402,835,3,Nigeria,475,,,,475,475,4,18.1
297,640,2011,Nigeria,Government of Nigeria,,84,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,324,266,547,3,Nigeria,475,,,,475,475,4,18.1
297,640,2012,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",84,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,811,811,1155,4,Nigeria,475,"483, 436",,,475,475,4,18.1
297,640,2013,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",84,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,1629,1474,2081,4,Nigeria,475,"483, 436",,,475,475,4,18.1
297,640,2014,Nigeria,Government of Nigeria,"Government of Cameroon, Government of Chad, Government of Niger",84,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,4780,4725,5208,4,"Cameroon, Nigeria",475,"471, 483, 436",,,475,"471, 475",4,18.1
297,640,2015,Nigeria,Government of Nigeria,"Government of Chad, Government of Niger",84,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,2,,2703,2703,3025,4,"Chad, Niger, Nigeria",475,"483, 436",,,475,"483, 436, 475",4,18.1
299,11973,2016,Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",118,Syrian insurgents,4456,,2,,27190,15626,27198,4,Syria,652,"630, 365",,,652,652,2,18.1
299,11973,2017,Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",118,Syrian insurgents,4456,,2,,9433,9426,9777,4,"Lebanon, Syria",652,"630, 365",,,652,"660, 652",2,18.1
299,11973,2011,Syria,Government of Syria,,118,Syrian insurgents,4456,,2,,964,911,1189,3,Syria,652,,,,652,652,2,18.1
299,11973,2012,Syria,Government of Syria,,118,Syrian insurgents,4456,,2,,38480,14893,38709,3,"Syria, Turkey",652,,,,652,"652, 640",2,18.1
299,11973,2013,Syria,Government of Syria,,118,Syrian insurgents,4456,,2,,68503,7529,68503,3,"Iraq, Lebanon, Syria",652,,,,652,"645, 660, 652",2,18.1
299,11973,2014,Syria,Government of Syria,,118,Syrian insurgents,4456,,2,,54547,1484,63887,3,"Lebanon, Syria",652,,,,652,"660, 652",2,18.1
299,11973,2015,Syria,Government of Syria,"Government of Iran, Government of Russia (Soviet Union)",118,Syrian insurgents,4456,,2,,33967,20057,33967,4,"Jordan, Syria",652,"630, 365",,,652,"663, 652",2,18.1
300,"644, 646, 647",1989,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),148,"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,,818,818,2438,4,"Cambodia (Kampuchea), Cambodia (Kampuchea), Thailand",811,816,,,811,"811, 811, 800",3,18.1
300,"644, 646",1990,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,148,"KPNLF, KR","270, 272",,2,,274,268,657,3,Cambodia (Kampuchea),811,,,,811,811,3,18.1
300,"644, 646, 647",1991,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,148,"FUNCINPEC, KPNLF, KR","270, 272, 273",,2,,220,220,451,3,Cambodia (Kampuchea),811,,,,811,811,3,18.1
300,644,1992,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,148,KR,270,,2,,118,118,118,3,Cambodia (Kampuchea),811,,,,811,811,3,18.1
300,644,1993,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,148,KR,270,,2,,274,274,393,3,Cambodia (Kampuchea),811,,,,811,811,3,18.1
300,644,1994,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,148,KR,270,,2,,464,404,1126,3,Cambodia (Kampuchea),811,,,,811,811,3,18.1
300,644,1995,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,148,KR,270,,2,,694,684,1105,3,Cambodia (Kampuchea),811,,,,811,811,3,18.1
300,644,1996,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,148,KR,270,,2,,788,788,1007,3,Cambodia (Kampuchea),811,,,,811,811,3,18.1
300,"644, 647",1997,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,148,"FUNCINPEC, KR","270, 273",,2,,427,427,664,3,"Cambodia (Kampuchea), Cambodia (Kampuchea), Thailand",811,,,,811,"811, 811, 800",3,18.1
300,644,1998,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,148,KR,270,,2,,235,235,374,3,"Cambodia (Kampuchea), Thailand",811,,,,811,"811, 800",3,18.1
307,654,2000,Guinea,Government of Guinea,,77,RFDG,463,,2,,217,182,522,3,Guinea,438,,,,438,438,4,18.1
307,654,2001,Guinea,Government of Guinea,,77,RFDG,463,,2,,432,432,778,3,"Guinea, Liberia, Sierra Leone",438,,,,438,"438, 450, 451",4,18.1
308,656,1989,Philippines,Government of Philippines,,154,MNLF,275,,1,Mindanao,115,115,115,3,Philippines,840,,,,840,840,3,18.1
308,"656, 657",1990,Philippines,Government of Philippines,,154,"MILF, MNLF","275, 276",,1,Mindanao,141,141,141,3,Philippines,840,,,,840,840,3,18.1
308,"656, 658",1993,Philippines,Government of Philippines,,154,"ASG, MNLF","275, 277",,1,Mindanao,154,154,178,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658",1994,Philippines,Government of Philippines,,154,"ASG, MILF","276, 277",,1,Mindanao,196,196,213,3,Philippines,840,,,,840,840,3,18.1
308,658,1995,Philippines,Government of Philippines,,154,ASG,277,,1,Mindanao,116,116,122,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658",1996,Philippines,Government of Philippines,,154,"ASG, MILF","276, 277",,1,Mindanao,180,180,184,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658",1997,Philippines,Government of Philippines,,154,"ASG, MILF","276, 277",,1,Mindanao,270,230,348,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658",1998,Philippines,Government of Philippines,,154,"ASG, MILF","276, 277",,1,Mindanao,93,93,93,3,Philippines,840,,,,840,840,3,18.1
308,657,1999,Philippines,Government of Philippines,,154,MILF,276,,1,Mindanao,106,73,135,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658",2000,Philippines,Government of Philippines,,154,"ASG, MILF","276, 277",,1,Mindanao,1427,1405,1559,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658, 659",2001,Philippines,Government of Philippines,,154,"ASG, MILF, MNLF - NM","276, 277, 278",,1,Mindanao,652,555,797,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658",2002,Philippines,Government of Philippines,,154,"ASG, MILF","276, 277",,1,Mindanao,382,382,416,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658",2003,Philippines,Government of Philippines,,154,"ASG, MILF","276, 277",,1,Mindanao,825,699,1041,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658",2004,Philippines,Government of Philippines,,154,"ASG, MILF","276, 277",,1,Mindanao,69,66,99,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658, 659",2005,Philippines,Government of Philippines,,154,"ASG, MILF, MNLF - NM","276, 277, 278",,1,Mindanao,236,233,287,3,Philippines,840,,,,840,840,3,18.1
308,658,2006,Philippines,Government of Philippines,,154,ASG,277,,1,Mindanao,50,50,116,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658, 660",2007,Philippines,Government of Philippines,,154,"ASG, MILF, MNLF - HM","276, 277, 279",,1,Mindanao,307,307,326,3,Philippines,840,,,,840,840,3,18.1
308,657,2008,Philippines,Government of Philippines,,154,MILF,276,,1,Mindanao,297,297,546,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658",2009,Philippines,Government of Philippines,,154,"ASG, MILF","276, 277",,1,Mindanao,517,501,548,3,Philippines,840,,,,840,840,3,18.1
308,658,2010,Philippines,Government of Philippines,,154,ASG,277,,1,Mindanao,74,74,85,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658",2011,Philippines,Government of Philippines,,154,"ASG, MILF","276, 277",,1,Mindanao,146,146,171,3,Philippines,840,,,,840,840,3,18.1
308,"658, 11246",2012,Philippines,Government of Philippines,,154,"ASG, BIFM","277, 1146",,1,Mindanao,113,107,138,3,Philippines,840,,,,840,840,3,18.1
308,"658, 659, 11246",2013,Philippines,Government of Philippines,,154,"ASG, BIFM, MNLF - NM","277, 278, 1146",,1,Mindanao,349,349,414,3,Philippines,840,,,,840,840,3,18.1
308,"658, 11246",2014,Philippines,Government of Philippines,,154,"ASG, BIFM","277, 1146",,1,Mindanao,280,276,288,3,Philippines,840,,,,840,840,3,18.1
308,"657, 658, 11246",2015,Philippines,Government of Philippines,,154,"ASG, BIFM, MILF","276, 277, 1146",,1,Mindanao,404,394,565,3,Philippines,840,,,,840,840,3,18.1
308,"658, 11246, 14913, 15474",2016,Philippines,Government of Philippines,,154,"ASG, BIFM, Maute group, al-Harakat al-Islamiyah","277, 1146, 6578, 6998",,1,Mindanao,303,274,349,3,Philippines,840,,,,840,840,3,18.1
308,658,2017,Philippines,Government of Philippines,Government of Malaysia,154,ASG,277,,1,Mindanao,84,84,90,4,"Malaysia, Philippines",840,820,,,840,"820, 840",3,18.1
309,663,1989,Sudan,Government of Sudan,,112,SPLM/A,466,,2,,4253,4253,5253,3,"Sudan, Uganda",625,,,,625,"625, 500",4,18.1
309,663,1990,Sudan,Government of Sudan,,112,SPLM/A,466,,2,,4335,4335,4335,3,"Sudan, Uganda",625,,,,625,"625, 500",4,18.1
309,663,1991,Sudan,Government of Sudan,,112,SPLM/A,466,,2,,1317,1317,4317,3,"Sudan, Uganda",625,,,,625,"625, 500",4,18.1
309,663,1992,Sudan,Government of Sudan,,112,SPLM/A,466,,2,,1083,1083,4083,3,Sudan,625,,,,625,625,4,18.1
309,663,1993,Sudan,Government of Sudan,,112,SPLM/A,466,,2,,942,942,942,3,Sudan,625,,,,625,625,4,18.1
309,663,1994,Sudan,Government of Sudan,,112,SPLM/A,466,,2,,337,337,337,3,Sudan,625,,,,625,625,4,18.1
309,663,1995,Sudan,Government of Sudan,,112,SPLM/A,466,,2,,1000,1000,1882,3,Sudan,625,,,,625,625,4,18.1
309,"663, 664",1996,Sudan,Government of Sudan,,112,"NDA, SPLM/A","466, 467",,2,,2289,2289,2291,3,Sudan,625,,,,625,625,4,18.1
309,"663, 664",1997,Sudan,Government of Sudan,,112,"NDA, SPLM/A","466, 467",,2,,3709,3709,7228,3,Sudan,625,,,,625,625,4,18.1
309,"663, 664",1998,Sudan,Government of Sudan,,112,"NDA, SPLM/A","466, 467",,2,,4891,4891,5572,3,Sudan,625,,,,625,625,4,18.1
309,"663, 664",1999,Sudan,Government of Sudan,,112,"NDA, SPLM/A","466, 467",,2,,1408,1408,1597,3,Sudan,625,,,,625,625,4,18.1
309,"663, 664",2000,Sudan,Government of Sudan,,112,"NDA, SPLM/A","466, 467",,2,,2841,2841,3610,3,Sudan,625,,,,625,625,4,18.1
309,"663, 664",2001,Sudan,Government of Sudan,,112,"NDA, SPLM/A","466, 467",,2,,3408,3408,3658,3,Sudan,625,,,,625,625,4,18.1
309,663,2002,Sudan,Government of Sudan,,112,SPLM/A,466,,2,,2021,2021,3021,3,Sudan,625,,,,625,625,4,18.1
309,"663, 665, 666",2003,Sudan,Government of Sudan,", Government of Chad",112,"JEM, SLM/A, SPLM/A","466, 468, 469",,2,,1999,1899,2856,4,Sudan,625,", 483",,,625,625,4,18.1
309,"663, 665, 666",2004,Sudan,Government of Sudan,,112,"JEM, SLM/A, SPLM/A","466, 468, 469",,2,,3278,3278,4588,3,Sudan,625,,,,625,625,4,18.1
309,666,2005,Sudan,Government of Sudan,,112,SLM/A,469,,2,,161,161,191,3,Sudan,625,,,,625,625,4,18.1
309,"666, 667, 668",2006,Sudan,Government of Sudan,,112,"NRF, SLM/A, SLM/A - MM","469, 470, 471",,2,,1002,1002,2719,3,Sudan,625,,,,625,625,4,18.1
309,"665, 669",2007,Sudan,Government of Sudan,,112,"JEM, SLM/A-Unity","468, 472",,2,,217,201,222,3,Sudan,625,,,,625,625,4,18.1
309,"665, 666, 669",2008,Sudan,Government of Sudan,,112,"JEM, SLM/A, SLM/A-Unity","468, 469, 472",,2,,598,598,1476,3,Sudan,625,,,,625,625,4,18.1
309,"665, 666",2009,Sudan,Government of Sudan,,112,"JEM, SLM/A","468, 469",,2,,353,353,370,3,"Chad, Sudan, Sudan",625,,,,625,"483, 625, 625",4,18.1
309,"665, 666, 670",2010,Sudan,Government of Sudan,,112,"JEM, SLM/A, SSDM/A","468, 469, 1108",,2,,1010,1010,1888,3,Sudan,625,,,,625,625,4,18.1
309,"665, 666, 670, 11975, 11976, 11988",2011,Sudan,Government of Sudan,,112,"JEM, SLM/A, SPLM/A-North, SRF, SSDM/A, SSLM/A","468, 469, 1108, 1123, 1124, 1162",,2,,1259,1235,2077,3,"Ethiopia, Sudan, Sudan",625,,,,625,"530, 625, 625",4,18.1
309,11988,2012,Sudan,Government of Sudan,,112,SRF,1162,,2,,1173,1123,1803,3,Sudan,625,,,,625,625,4,18.1
309,11988,2013,Sudan,Government of Sudan,,112,SRF,1162,,2,,593,527,3783,3,Sudan,625,,,,625,625,4,18.1
309,"11988, 14134, 14150",2014,Sudan,Government of Sudan,,112,"Darfur Joint Resistance Forces, SARC, SRF","1162, 5849, 5866",,2,,856,815,3386,3,"South Sudan, Sudan, Sudan",625,,,,625,"625, 626, 625",4,18.1
309,"11988, 14150",2015,Sudan,Government of Sudan,,112,"Darfur Joint Resistance Forces, SRF","1162, 5866",,2,,1264,1264,2379,3,"South Sudan, Sudan, Sudan",625,,,,625,"625, 626, 625",4,18.1
309,11988,2016,Sudan,Government of Sudan,,112,SRF,1162,,2,,1314,1308,2326,3,Sudan,625,,,,625,625,4,18.1
309,"11988, 14134",2017,Sudan,Government of Sudan,,112,"SARC, SRF","1162, 5849",,2,,128,116,325,3,Sudan,625,,,,625,625,4,18.1
313,674,1989,Sri Lanka,Government of Sri Lanka,,145,JVP,281,,2,,388,388,517,3,Sri Lanka,780,,,,780,780,3,18.1
313,674,1990,Sri Lanka,Government of Sri Lanka,,145,JVP,281,,2,,61,61,61,3,Sri Lanka,780,,,,780,780,3,18.1
314,"686, 688",1989,Uganda,Government of Uganda,,90,"LRA, UPA","486, 488",,2,,1019,1019,1040,3,Uganda,500,,,,500,500,4,18.1
314,"686, 688",1990,Uganda,Government of Uganda,,90,"LRA, UPA","486, 488",,2,,621,621,633,3,Uganda,500,,,,500,500,4,18.1
314,"686, 688",1991,Uganda,Government of Uganda,,90,"LRA, UPA","486, 488",,2,,853,853,853,3,Uganda,500,,,,500,500,4,18.1
314,686,1992,Uganda,Government of Uganda,,90,UPA,486,,2,,72,72,72,3,Uganda,500,,,,500,500,4,18.1
314,688,1994,Uganda,Government of Uganda,,90,LRA,488,,2,,149,149,226,3,Uganda,500,,,,500,500,4,18.1
314,688,1995,Uganda,Government of Uganda,,90,LRA,488,,2,,295,295,332,3,"Sudan, Uganda",500,,,,500,"625, 500",4,18.1
314,"688, 689, 690",1996,Uganda,Government of Uganda,,90,"ADF, LRA, WNBF","488, 489, 490",,2,,1240,1240,1586,3,"DR Congo (Zaire), Uganda, Uganda",500,,,,500,"490, 500, 500",4,18.1
314,"688, 689, 691",1997,Uganda,Government of Uganda,,90,"ADF, LRA, UNRF II","488, 489, 491",,2,,888,888,1179,3,"Sudan, Uganda, Uganda",500,,,,500,"500, 625, 500",4,18.1
314,"688, 689",1998,Uganda,Government of Uganda,,90,"ADF, LRA","488, 489",,2,,833,833,1046,3,"DR Congo (Zaire), Uganda, Uganda",500,,,,500,"490, 500, 500",4,18.1
314,689,1999,Uganda,Government of Uganda,,90,ADF,489,,2,,355,355,355,3,"DR Congo (Zaire), Uganda",500,,,,500,"490, 500",4,18.1
314,"688, 689",2000,Uganda,Government of Uganda,,90,"ADF, LRA","488, 489",,2,,388,388,407,3,"DR Congo (Zaire), Uganda, Uganda",500,,,,500,"490, 500, 500",4,18.1
314,"688, 689",2001,Uganda,Government of Uganda,,90,"ADF, LRA","488, 489",,2,,189,189,237,3,"DR Congo (Zaire), Uganda, Sudan, Uganda",500,,,,500,"490, 500, 625, 500",4,18.1
314,"688, 689",2002,Uganda,Government of Uganda,,90,"ADF, LRA","488, 489",,2,,1086,1086,1881,3,"DR Congo (Zaire), Uganda, Sudan, Uganda",500,,,,500,"490, 500, 625, 500",4,18.1
314,688,2003,Uganda,Government of Uganda,,90,LRA,488,,2,,642,641,1100,3,"Sudan, Uganda",500,,,,500,"625, 500",4,18.1
314,688,2004,Uganda,Government of Uganda,,90,LRA,488,,2,,1610,1609,2215,3,"Sudan, Uganda",500,,,,500,"625, 500",4,18.1
314,688,2005,Uganda,Government of Uganda,Government of Sudan,90,LRA,488,,2,,695,695,814,4,"Sudan, Uganda",500,625,,,500,"625, 500",4,18.1
314,688,2006,Uganda,Government of Uganda,,90,LRA,488,,2,,221,221,318,3,"DR Congo (Zaire), Sudan, Uganda",500,,,,500,"490, 625, 500",4,18.1
314,689,2007,Uganda,Government of Uganda,,90,ADF,489,,2,,91,91,147,3,Uganda,500,,,,500,500,4,18.1
314,688,2008,Uganda,Government of Uganda,"Government of DR Congo (Zaire), Government of Sudan",90,LRA,488,,2,,53,53,66,4,"DR Congo (Zaire), Sudan",500,"490, 625",,,500,"490, 625",4,18.1
314,688,2009,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of Sudan",90,LRA,488,,2,,238,238,263,4,"Central African Republic, DR Congo (Zaire), Sudan",500,"482, 490, 625",,,500,"482, 490, 625",4,18.1
314,"688, 689",2010,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of Sudan, Government of DR Congo (Zaire)",90,"ADF, LRA","488, 489",,2,,120,120,138,4,"Central African Republic, DR Congo (Zaire), Sudan, DR Congo (Zaire)",500,"482, 490, 625, 490",,,500,"482, 490, 625, 490",4,18.1
314,"688, 689",2011,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of South Sudan, Government of Sudan, Government of DR Congo (Zaire)",90,"ADF, LRA","488, 489",,2,,136,136,146,4,"Central African Republic, DR Congo (Zaire), South Sudan, Sudan, DR Congo (Zaire)",500,"482, 490, 626, 625, 490",,,500,"482, 490, 626, 625, 490",4,18.1
314,"688, 689",2013,Uganda,Government of Uganda,"Government of Central African Republic, Government of DR Congo (Zaire), Government of South Sudan, Government of DR Congo (Zaire)",90,"ADF, LRA","488, 489",,2,,100,100,118,4,"Central African Republic, DR Congo (Zaire), DR Congo (Zaire)",500,"482, 490, 626, 490",,,500,"482, 490, 490",4,18.1
314,"688, 689",2014,Uganda,Government of Uganda,"Government of DR Congo (Zaire), Government of DR Congo (Zaire), Government of South Sudan",90,"ADF, LRA","488, 489",,2,,864,864,1033,4,"Central African Republic, DR Congo (Zaire), DR Congo (Zaire)",500,"490, 490, 626",,,500,"482, 490, 490",4,18.1
314,689,2015,Uganda,Government of Uganda,Government of DR Congo (Zaire),90,ADF,489,,2,,197,163,228,4,DR Congo (Zaire),500,490,,,500,490,4,18.1
314,689,2016,Uganda,Government of Uganda,Government of DR Congo (Zaire),90,ADF,489,,2,,132,132,133,4,DR Congo (Zaire),500,490,,,500,490,4,18.1
314,689,2017,Uganda,Government of Uganda,Government of DR Congo (Zaire),90,ADF,489,,2,,235,235,243,4,DR Congo (Zaire),500,490,,,500,490,4,18.1
315,693,1998,United Kingdom,Government of United Kingdom,,28,RIRA,283,,1,Northern Ireland,29,29,29,3,United Kingdom,200,,,,200,200,1,18.1
315,692,1989,United Kingdom,Government of United Kingdom,,28,PIRA,282,,1,Northern Ireland,38,38,39,3,"Germany, United Kingdom",200,,,,200,"260, 200",1,18.1
315,692,1990,United Kingdom,Government of United Kingdom,,28,PIRA,282,,1,Northern Ireland,44,44,46,3,"Germany, Netherlands, United Kingdom",200,,,,200,"260, 210, 200",1,18.1
315,692,1991,United Kingdom,Government of United Kingdom,,28,PIRA,282,,1,Northern Ireland,26,26,27,3,United Kingdom,200,,,,200,200,1,18.1
316,697,1989,El Salvador,Government of El Salvador,,13,FMLN,755,,2,,4925,4925,4953,3,El Salvador,92,,,,92,92,5,18.1
316,697,1990,El Salvador,Government of El Salvador,,13,FMLN,755,,2,,848,848,998,3,El Salvador,92,,,,92,92,5,18.1
316,697,1991,El Salvador,Government of El Salvador,,13,FMLN,755,,2,,88,88,93,3,El Salvador,92,,,,92,92,5,18.1
322,705,1989,Bangladesh,Government of Bangladesh,,143,JSS/SB,285,,1,Chittagong Hill Tracts,26,26,26,3,Bangladesh,771,,,,771,771,3,18.1
322,705,1990,Bangladesh,Government of Bangladesh,,143,JSS/SB,285,,1,Chittagong Hill Tracts,45,45,45,3,Bangladesh,771,,,,771,771,3,18.1
322,705,1991,Bangladesh,Government of Bangladesh,,143,JSS/SB,285,,1,Chittagong Hill Tracts,25,22,45,3,Bangladesh,771,,,,771,771,3,18.1
325,"709, 11521",2016,Pakistan,Government of Pakistan,,142,"BLA, UBA","287, 3192",,1,Balochistan,89,89,89,3,Pakistan,770,,,,770,770,3,18.1
325,709,2004,Pakistan,Government of Pakistan,,142,BLA,287,,1,Balochistan,43,43,58,3,Pakistan,770,,,,770,770,3,18.1
325,"709, 710",2006,Pakistan,Government of Pakistan,,142,"BLA, Baloch Ittehad","287, 288",,1,Balochistan,200,200,209,3,Pakistan,770,,,,770,770,3,18.1
325,709,2007,Pakistan,Government of Pakistan,,142,BLA,287,,1,Balochistan,83,82,331,3,Pakistan,770,,,,770,770,3,18.1
325,"709, 711",2008,Pakistan,Government of Pakistan,,142,"BLA, BRA","287, 289",,1,Balochistan,197,186,233,3,Pakistan,770,,,,770,770,3,18.1
325,"709, 711",2009,Pakistan,Government of Pakistan,,142,"BLA, BRA","287, 289",,1,Balochistan,81,81,102,3,Pakistan,770,,,,770,770,3,18.1
325,709,2011,Pakistan,Government of Pakistan,,142,BLA,287,,1,Balochistan,42,42,123,3,Pakistan,770,,,,770,770,3,18.1
325,"708, 709, 711",2012,Pakistan,Government of Pakistan,,142,"BLA, BLF, BRA","287, 289, 1166",,1,Balochistan,118,118,362,3,Pakistan,770,,,,770,770,3,18.1
325,709,2013,Pakistan,Government of Pakistan,,142,BLA,287,,1,Balochistan,45,45,45,3,Pakistan,770,,,,770,770,3,18.1
325,"709, 711",2014,Pakistan,Government of Pakistan,,142,"BLA, BRA","287, 289",,1,Balochistan,90,90,90,3,Pakistan,770,,,,770,770,3,18.1
325,"708, 709, 711",2015,Pakistan,Government of Pakistan,,142,"BLA, BLF, BRA","287, 289, 1166",,1,Balochistan,89,89,89,3,Pakistan,770,,,,770,770,3,18.1
326,712,2003,Eritrea,Government of Eritrea,,98,EIJM - AS,495,,2,,57,57,57,3,Eritrea,531,,,,531,531,4,18.1
326,712,1997,Eritrea,Government of Eritrea,,98,EIJM - AS,495,,2,,31,31,117,3,Eritrea,531,,,,531,531,4,18.1
326,712,1999,Eritrea,Government of Eritrea,,98,EIJM - AS,495,,2,,25,25,239,3,Eritrea,531,,,,531,531,4,18.1
327,714,1989,Angola,Government of Angola,Government of Cuba,99,UNITA,567,,2,,2810,2810,6283,4,Angola,540,40,,,540,540,4,18.1
327,714,1990,Angola,Government of Angola,,99,UNITA,567,,2,,2558,2557,4452,3,Angola,540,,,,540,540,4,18.1
327,714,1991,Angola,Government of Angola,,99,UNITA,567,,2,,491,491,647,3,Angola,540,,,,540,540,4,18.1
327,714,1992,Angola,Government of Angola,,99,UNITA,567,,2,,2321,2321,3572,3,Angola,540,,,,540,540,4,18.1
327,714,1993,Angola,Government of Angola,,99,UNITA,567,,2,,12054,12054,23329,3,Angola,540,,,,540,540,4,18.1
